TransactionNo,Items,DateTime,Daypart,DayType
5723,Coffee,1/2/2017 9:37,Morning,Weekday
5723,Toast,1/2/2017 9:37,Morning,Weekday
5725,Farm House,1/2/2017 10:00,Morning,Weekday
5726,Cake,1/2/2017 10:28,Morning,Weekday
5726,Coffee,1/2/2017 10:28,Morning,Weekday
5726,Bread,1/2/2017 10:28,Morning,Weekday
5727,Bread,1/2/2017 10:32,Morning,Weekday
5727,Hot chocolate,1/2/2017 10:32,Morning,Weekday
5728,Coffee,1/2/2017 10:33,Morning,Weekday
5728,Coffee,1/2/2017 10:33,Morning,Weekday
5729,Coffee,1/2/2017 10:35,Morning,Weekday
5729,Bread,1/2/2017 10:35,Morning,Weekday
5730,Coffee,1/2/2017 10:40,Morning,Weekday
5730,Cake,1/2/2017 10:40,Morning,Weekday
5731,Cake,1/2/2017 10:41,Morning,Weekday
5731,Coffee,1/2/2017 10:41,Morning,Weekday
5732,Bread,1/2/2017 10:46,Morning,Weekday
5732,Sandwich,1/2/2017 10:46,Morning,Weekday
5732,Toast,1/2/2017 10:46,Morning,Weekday
5733,Coffee,1/2/2017 10:55,Morning,Weekday
5733,Coffee,1/2/2017 10:55,Morning,Weekday
5733,Medialuna,1/2/2017 10:55,Morning,Weekday
5734,Coffee,1/2/2017 10:59,Morning,Weekday
5734,Bread,1/2/2017 10:59,Morning,Weekday
5734,Alfajores,1/2/2017 10:59,Morning,Weekday
5734,Bakewell,1/2/2017 10:59,Morning,Weekday
5734,Tea,1/2/2017 10:59,Morning,Weekday
5735,Coffee,1/2/2017 11:06,Morning,Weekday
5735,Bread,1/2/2017 11:06,Morning,Weekday
5736,Bread,1/2/2017 11:15,Morning,Weekday
5737,Coffee,1/2/2017 11:39,Morning,Weekday
5737,Bread,1/2/2017 11:39,Morning,Weekday
5738,Bread,1/2/2017 11:40,Morning,Weekday
5738,Coffee,1/2/2017 11:40,Morning,Weekday
5738,Bread,1/2/2017 11:40,Morning,Weekday
5739,Bread,1/2/2017 11:49,Morning,Weekday
5740,Baguette,1/2/2017 11:58,Morning,Weekday
5741,Pastry,1/2/2017 12:11,Afternoon,Weekday
5742,Bread,1/2/2017 12:13,Afternoon,Weekday
5742,Pastry,1/2/2017 12:13,Afternoon,Weekday
5743,Baguette,1/2/2017 12:43,Afternoon,Weekday
5743,Bread,1/2/2017 12:43,Afternoon,Weekday
5744,Bread,1/2/2017 12:44,Afternoon,Weekday
5744,Pastry,1/2/2017 12:44,Afternoon,Weekday
5744,Tea,1/2/2017 12:44,Afternoon,Weekday
5744,Coffee,1/2/2017 12:44,Afternoon,Weekday
5745,Cake,1/2/2017 13:24,Afternoon,Weekday
5745,Bread,1/2/2017 13:24,Afternoon,Weekday
5746,Sandwich,1/2/2017 13:38,Afternoon,Weekday
5746,Coke,1/2/2017 13:38,Afternoon,Weekday
5747,Coke,1/2/2017 13:38,Afternoon,Weekday
5747,Cake,1/2/2017 13:38,Afternoon,Weekday
5748,Hot chocolate,1/2/2017 13:41,Afternoon,Weekday
5748,Coffee,1/2/2017 13:41,Afternoon,Weekday
5748,Pastry,1/2/2017 13:41,Afternoon,Weekday
5748,Bread,1/2/2017 13:41,Afternoon,Weekday
5749,Spanish Brunch,1/2/2017 13:43,Afternoon,Weekday
5749,Chicken Stew,1/2/2017 13:43,Afternoon,Weekday
5749,Tea,1/2/2017 13:43,Afternoon,Weekday
5749,Cookies,1/2/2017 13:43,Afternoon,Weekday
5751,Cake,1/2/2017 13:45,Afternoon,Weekday
5752,Coffee,1/2/2017 13:46,Afternoon,Weekday
5752,Coffee,1/2/2017 13:46,Afternoon,Weekday
5753,Coffee,1/2/2017 13:55,Afternoon,Weekday
5754,Bread,1/2/2017 14:04,Afternoon,Weekday
5755,Bread,1/2/2017 14:10,Afternoon,Weekday
5755,Sandwich,1/2/2017 14:10,Afternoon,Weekday
5756,Coffee,1/2/2017 14:30,Afternoon,Weekday
5756,Bread,1/2/2017 14:30,Afternoon,Weekday
5756,Sandwich,1/2/2017 14:30,Afternoon,Weekday
5757,Coffee,1/2/2017 14:35,Afternoon,Weekday
5757,Coffee,1/2/2017 14:35,Afternoon,Weekday
5757,Cake,1/2/2017 14:35,Afternoon,Weekday
5758,Granola,1/2/2017 14:37,Afternoon,Weekday
5758,Extra Salami or Feta,1/2/2017 14:37,Afternoon,Weekday
5758,Coffee,1/2/2017 14:37,Afternoon,Weekday
5759,Soup,1/2/2017 14:43,Afternoon,Weekday
5759,Juice,1/2/2017 14:43,Afternoon,Weekday
5759,Coffee,1/2/2017 14:43,Afternoon,Weekday
5760,Sandwich,1/2/2017 14:44,Afternoon,Weekday
5761,Baguette,1/2/2017 14:56,Afternoon,Weekday
5762,Coffee,1/2/2017 15:14,Afternoon,Weekday
5763,Coffee,1/2/2017 15:20,Afternoon,Weekday
5764,Hot chocolate,1/2/2017 15:29,Afternoon,Weekday
5764,Coffee,1/2/2017 15:29,Afternoon,Weekday
5764,Alfajores,1/2/2017 15:29,Afternoon,Weekday
5765,Tea,1/2/2017 15:33,Afternoon,Weekday
5765,Coffee,1/2/2017 15:33,Afternoon,Weekday
5765,Bread,1/2/2017 15:33,Afternoon,Weekday
5766,Cake,1/2/2017 15:44,Afternoon,Weekday
5766,Coffee,1/2/2017 15:44,Afternoon,Weekday
5766,Cookies,1/2/2017 15:44,Afternoon,Weekday
5767,Bread,1/2/2017 15:46,Afternoon,Weekday
5768,Bread,1/2/2017 15:54,Afternoon,Weekday
5769,Cookies,1/2/2017 15:56,Afternoon,Weekday
5769,Tea,1/2/2017 15:56,Afternoon,Weekday
5769,Bread,1/2/2017 15:56,Afternoon,Weekday
5770,Coffee,1/2/2017 16:00,Afternoon,Weekday
5770,Vegan mincepie,1/2/2017 16:00,Afternoon,Weekday
5770,Cake,1/2/2017 16:00,Afternoon,Weekday
5771,Bread,1/2/2017 16:01,Afternoon,Weekday
5771,Coffee,1/2/2017 16:01,Afternoon,Weekday
5771,Hot chocolate,1/2/2017 16:01,Afternoon,Weekday
5772,Bread,1/2/2017 16:20,Afternoon,Weekday
5773,Juice,1/2/2017 16:39,Afternoon,Weekday
5773,Cookies,1/2/2017 16:39,Afternoon,Weekday
5773,Brownie,1/2/2017 16:39,Afternoon,Weekday
5773,Alfajores,1/2/2017 16:39,Afternoon,Weekday
5773,Coffee,1/2/2017 16:39,Afternoon,Weekday
5774,Tea,1/2/2017 17:04,Evening,Weekday
5774,Truffles,1/2/2017 17:04,Evening,Weekday
5774,Cookies,1/2/2017 17:04,Evening,Weekday
5775,Coffee,1/2/2017 17:05,Evening,Weekday
5775,Coke,1/2/2017 17:05,Evening,Weekday
5776,Bread,2/2/2017 8:35,Morning,Weekday
5777,Coffee,2/2/2017 9:04,Morning,Weekday
5777,Bread,2/2/2017 9:04,Morning,Weekday
5777,Toast,2/2/2017 9:04,Morning,Weekday
5778,Bread,2/2/2017 9:06,Morning,Weekday
5778,Bread,2/2/2017 9:06,Morning,Weekday
5778,Coffee,2/2/2017 9:06,Morning,Weekday
5779,Cookies,2/2/2017 9:20,Morning,Weekday
5780,Coffee,2/2/2017 9:20,Morning,Weekday
5780,Bread,2/2/2017 9:20,Morning,Weekday
5781,Farm House,2/2/2017 9:39,Morning,Weekday
5782,Bread,2/2/2017 9:51,Morning,Weekday
5783,Coffee,2/2/2017 10:08,Morning,Weekday
5783,Cookies,2/2/2017 10:08,Morning,Weekday
5784,Baguette,2/2/2017 10:20,Morning,Weekday
5785,Bread,2/2/2017 10:28,Morning,Weekday
5785,Bread,2/2/2017 10:28,Morning,Weekday
5786,Alfajores,2/2/2017 10:50,Morning,Weekday
5787,Juice,2/2/2017 11:07,Morning,Weekday
5787,Hot chocolate,2/2/2017 11:07,Morning,Weekday
5787,Coffee,2/2/2017 11:07,Morning,Weekday
5787,Tea,2/2/2017 11:07,Morning,Weekday
5787,Pastry,2/2/2017 11:07,Morning,Weekday
5787,Brownie,2/2/2017 11:07,Morning,Weekday
5788,Coffee,2/2/2017 11:20,Morning,Weekday
5788,Coffee,2/2/2017 11:20,Morning,Weekday
5788,Bread,2/2/2017 11:20,Morning,Weekday
5789,Cake,2/2/2017 11:20,Morning,Weekday
5789,Coffee,2/2/2017 11:20,Morning,Weekday
5790,Coffee,2/2/2017 11:25,Morning,Weekday
5790,Cake,2/2/2017 11:25,Morning,Weekday
5791,Bread,2/2/2017 11:26,Morning,Weekday
5792,Bread,2/2/2017 11:28,Morning,Weekday
5792,Bread,2/2/2017 11:28,Morning,Weekday
5793,Juice,2/2/2017 11:48,Morning,Weekday
5793,Tea,2/2/2017 11:48,Morning,Weekday
5793,Bread,2/2/2017 11:48,Morning,Weekday
5793,Cake,2/2/2017 11:48,Morning,Weekday
5794,Tea,2/2/2017 11:49,Morning,Weekday
5794,Bread,2/2/2017 11:49,Morning,Weekday
5794,Cookies,2/2/2017 11:49,Morning,Weekday
5794,Sandwich,2/2/2017 11:49,Morning,Weekday
5794,Juice,2/2/2017 11:49,Morning,Weekday
5795,Bread,2/2/2017 12:00,Afternoon,Weekday
5795,Cake,2/2/2017 12:00,Afternoon,Weekday
5796,Coke,2/2/2017 12:21,Afternoon,Weekday
5796,Alfajores,2/2/2017 12:21,Afternoon,Weekday
5796,Hot chocolate,2/2/2017 12:21,Afternoon,Weekday
5797,Cake,2/2/2017 12:39,Afternoon,Weekday
5798,Sandwich,2/2/2017 12:44,Afternoon,Weekday
5799,Tea,2/2/2017 12:46,Afternoon,Weekday
5799,Cake,2/2/2017 12:46,Afternoon,Weekday
5799,Pastry,2/2/2017 12:46,Afternoon,Weekday
5800,Bread,2/2/2017 13:01,Afternoon,Weekday
5800,Coffee,2/2/2017 13:01,Afternoon,Weekday
5800,Coffee,2/2/2017 13:01,Afternoon,Weekday
5800,Soup,2/2/2017 13:01,Afternoon,Weekday
5800,Soup,2/2/2017 13:01,Afternoon,Weekday
5800,Bread,2/2/2017 13:01,Afternoon,Weekday
5800,Farm House,2/2/2017 13:01,Afternoon,Weekday
5801,Sandwich,2/2/2017 13:12,Afternoon,Weekday
5801,Bread,2/2/2017 13:12,Afternoon,Weekday
5802,Tea,2/2/2017 13:38,Afternoon,Weekday
5802,Mineral water,2/2/2017 13:38,Afternoon,Weekday
5802,Soup,2/2/2017 13:38,Afternoon,Weekday
5802,Cake,2/2/2017 13:38,Afternoon,Weekday
5803,Bread,2/2/2017 14:00,Afternoon,Weekday
5803,Chicken Stew,2/2/2017 14:00,Afternoon,Weekday
5803,Sandwich,2/2/2017 14:00,Afternoon,Weekday
5803,Coffee,2/2/2017 14:00,Afternoon,Weekday
5804,Medialuna,2/2/2017 14:02,Afternoon,Weekday
5805,Jam,2/2/2017 14:02,Afternoon,Weekday
5805,Scandinavian,2/2/2017 14:02,Afternoon,Weekday
5806,Cake,2/2/2017 14:09,Afternoon,Weekday
5807,Juice,2/2/2017 14:11,Afternoon,Weekday
5807,Coffee,2/2/2017 14:11,Afternoon,Weekday
5807,Coffee,2/2/2017 14:11,Afternoon,Weekday
5807,Bare Popcorn,2/2/2017 14:11,Afternoon,Weekday
5807,Salad,2/2/2017 14:11,Afternoon,Weekday
5807,Extra Salami or Feta,2/2/2017 14:11,Afternoon,Weekday
5807,Spanish Brunch,2/2/2017 14:11,Afternoon,Weekday
5807,Farm House,2/2/2017 14:11,Afternoon,Weekday
5808,Bare Popcorn,2/2/2017 14:12,Afternoon,Weekday
5809,Valentine's card,2/2/2017 14:15,Afternoon,Weekday
5810,Tea,2/2/2017 14:39,Afternoon,Weekday
5810,Sandwich,2/2/2017 14:39,Afternoon,Weekday
5810,Bread,2/2/2017 14:39,Afternoon,Weekday
5810,Cake,2/2/2017 14:39,Afternoon,Weekday
5811,Tea,2/2/2017 14:42,Afternoon,Weekday
5811,Tea,2/2/2017 14:42,Afternoon,Weekday
5811,Spanish Brunch,2/2/2017 14:42,Afternoon,Weekday
5811,Chicken Stew,2/2/2017 14:42,Afternoon,Weekday
5811,Fudge,2/2/2017 14:42,Afternoon,Weekday
5811,Alfajores,2/2/2017 14:42,Afternoon,Weekday
5812,Coffee,2/2/2017 14:43,Afternoon,Weekday
5813,Coffee,2/2/2017 15:10,Afternoon,Weekday
5813,Pastry,2/2/2017 15:10,Afternoon,Weekday
5813,Bread,2/2/2017 15:10,Afternoon,Weekday
5814,Bread,2/2/2017 15:15,Afternoon,Weekday
5814,Alfajores,2/2/2017 15:15,Afternoon,Weekday
5815,Coffee,2/2/2017 15:17,Afternoon,Weekday
5815,Coffee,2/2/2017 15:17,Afternoon,Weekday
5815,Cookies,2/2/2017 15:17,Afternoon,Weekday
5816,Bread,2/2/2017 15:35,Afternoon,Weekday
5817,Coffee,2/2/2017 15:44,Afternoon,Weekday
5818,Coffee,2/2/2017 15:58,Afternoon,Weekday
5818,Coffee,2/2/2017 15:58,Afternoon,Weekday
5818,Juice,2/2/2017 15:58,Afternoon,Weekday
5818,Cake,2/2/2017 15:58,Afternoon,Weekday
5818,Alfajores,2/2/2017 15:58,Afternoon,Weekday
5819,Hot chocolate,2/2/2017 15:59,Afternoon,Weekday
5820,Coke,2/2/2017 16:04,Afternoon,Weekday
5820,Sandwich,2/2/2017 16:04,Afternoon,Weekday
5821,Bread,2/2/2017 16:11,Afternoon,Weekday
5822,Baguette,2/2/2017 16:16,Afternoon,Weekday
5823,Coffee,2/2/2017 16:37,Afternoon,Weekday
5823,Bread,2/2/2017 16:37,Afternoon,Weekday
5823,Cookies,2/2/2017 16:37,Afternoon,Weekday
5823,Juice,2/2/2017 16:37,Afternoon,Weekday
5824,Coffee,2/2/2017 17:34,Evening,Weekday
5824,Cake,2/2/2017 17:34,Evening,Weekday
5826,Bread,3/2/2017 8:37,Morning,Weekday
5827,Bread,3/2/2017 8:54,Morning,Weekday
5828,Bread,3/2/2017 9:02,Morning,Weekday
5828,Toast,3/2/2017 9:02,Morning,Weekday
5829,Bread,3/2/2017 9:05,Morning,Weekday
5829,Tea,3/2/2017 9:05,Morning,Weekday
5829,Toast,3/2/2017 9:05,Morning,Weekday
5829,Cake,3/2/2017 9:05,Morning,Weekday
5830,Toast,3/2/2017 9:08,Morning,Weekday
5830,Bread,3/2/2017 9:08,Morning,Weekday
5831,Cookies,3/2/2017 9:09,Morning,Weekday
5832,Coffee,3/2/2017 9:29,Morning,Weekday
5832,Coffee,3/2/2017 9:29,Morning,Weekday
5832,Toast,3/2/2017 9:29,Morning,Weekday
5833,Bread,3/2/2017 9:41,Morning,Weekday
5833,Pastry,3/2/2017 9:41,Morning,Weekday
5834,Bread,3/2/2017 9:55,Morning,Weekday
5834,Hot chocolate,3/2/2017 9:55,Morning,Weekday
5834,Medialuna,3/2/2017 9:55,Morning,Weekday
5835,Farm House,3/2/2017 10:27,Morning,Weekday
5836,Coffee,3/2/2017 10:41,Morning,Weekday
5837,Farm House,3/2/2017 10:44,Morning,Weekday
5837,Gingerbread syrup,3/2/2017 10:44,Morning,Weekday
5838,Coffee,3/2/2017 10:50,Morning,Weekday
5838,Coffee,3/2/2017 10:50,Morning,Weekday
5838,Coffee,3/2/2017 10:50,Morning,Weekday
5838,Bread,3/2/2017 10:50,Morning,Weekday
5838,Pastry,3/2/2017 10:50,Morning,Weekday
5838,Alfajores,3/2/2017 10:50,Morning,Weekday
5839,Coffee,3/2/2017 10:56,Morning,Weekday
5839,Sandwich,3/2/2017 10:56,Morning,Weekday
5839,Baguette,3/2/2017 10:56,Morning,Weekday
5840,Coffee,3/2/2017 10:58,Morning,Weekday
5840,Medialuna,3/2/2017 10:58,Morning,Weekday
5841,Bread,3/2/2017 10:59,Morning,Weekday
5842,Scandinavian,3/2/2017 11:08,Morning,Weekday
5843,Cookies,3/2/2017 11:10,Morning,Weekday
5843,Bread,3/2/2017 11:10,Morning,Weekday
5843,Bread,3/2/2017 11:10,Morning,Weekday
5844,Coke,3/2/2017 11:14,Morning,Weekday
5845,Medialuna,3/2/2017 11:22,Morning,Weekday
5845,Pastry,3/2/2017 11:22,Morning,Weekday
5846,Coffee,3/2/2017 11:24,Morning,Weekday
5846,Tea,3/2/2017 11:24,Morning,Weekday
5846,Toast,3/2/2017 11:24,Morning,Weekday
5847,Alfajores,3/2/2017 11:24,Morning,Weekday
5848,Bread,3/2/2017 11:25,Morning,Weekday
5849,Coffee,3/2/2017 11:35,Morning,Weekday
5849,Bread,3/2/2017 11:35,Morning,Weekday
5849,Bread,3/2/2017 11:35,Morning,Weekday
5850,Coffee,3/2/2017 11:36,Morning,Weekday
5850,Bread,3/2/2017 11:36,Morning,Weekday
5850,Sandwich,3/2/2017 11:36,Morning,Weekday
5851,Coffee,3/2/2017 11:41,Morning,Weekday
5851,Alfajores,3/2/2017 11:41,Morning,Weekday
5852,Truffles,3/2/2017 11:46,Morning,Weekday
5852,Juice,3/2/2017 11:46,Morning,Weekday
5852,Coffee,3/2/2017 11:46,Morning,Weekday
5852,Bread,3/2/2017 11:46,Morning,Weekday
5852,Pastry,3/2/2017 11:46,Morning,Weekday
5852,Scone,3/2/2017 11:46,Morning,Weekday
5853,Scandinavian,3/2/2017 11:48,Morning,Weekday
5853,Bread,3/2/2017 11:48,Morning,Weekday
5854,Bread,3/2/2017 11:49,Morning,Weekday
5855,Tea,3/2/2017 12:10,Afternoon,Weekday
5855,Soup,3/2/2017 12:10,Afternoon,Weekday
5856,Soup,3/2/2017 12:11,Afternoon,Weekday
5856,Truffles,3/2/2017 12:11,Afternoon,Weekday
5857,Soup,3/2/2017 12:13,Afternoon,Weekday
5857,Scone,3/2/2017 12:13,Afternoon,Weekday
5857,Tea,3/2/2017 12:13,Afternoon,Weekday
5858,Truffles,3/2/2017 12:14,Afternoon,Weekday
5858,Sandwich,3/2/2017 12:14,Afternoon,Weekday
5859,Soup,3/2/2017 12:17,Afternoon,Weekday
5859,Coffee,3/2/2017 12:17,Afternoon,Weekday
5860,Cake,3/2/2017 12:18,Afternoon,Weekday
5861,Soup,3/2/2017 12:26,Afternoon,Weekday
5862,Coffee,3/2/2017 12:36,Afternoon,Weekday
5862,Toast,3/2/2017 12:36,Afternoon,Weekday
5863,Bread,3/2/2017 12:37,Afternoon,Weekday
5864,Bread,3/2/2017 13:11,Afternoon,Weekday
5865,Tea,3/2/2017 13:19,Afternoon,Weekday
5865,Bread,3/2/2017 13:19,Afternoon,Weekday
5866,Coffee,3/2/2017 13:25,Afternoon,Weekday
5866,Chicken Stew,3/2/2017 13:25,Afternoon,Weekday
5866,Toast,3/2/2017 13:25,Afternoon,Weekday
5867,Bread,3/2/2017 13:49,Afternoon,Weekday
5868,Sandwich,3/2/2017 13:54,Afternoon,Weekday
5868,Coffee,3/2/2017 13:54,Afternoon,Weekday
5868,Cake,3/2/2017 13:54,Afternoon,Weekday
5868,Coffee,3/2/2017 13:54,Afternoon,Weekday
5868,Sandwich,3/2/2017 13:54,Afternoon,Weekday
5869,Cake,3/2/2017 13:58,Afternoon,Weekday
5870,Cookies,3/2/2017 14:00,Afternoon,Weekday
5870,Bread,3/2/2017 14:00,Afternoon,Weekday
5871,Coffee,3/2/2017 14:19,Afternoon,Weekday
5871,Hot chocolate,3/2/2017 14:19,Afternoon,Weekday
5871,Juice,3/2/2017 14:19,Afternoon,Weekday
5871,Truffles,3/2/2017 14:19,Afternoon,Weekday
5871,Mineral water,3/2/2017 14:19,Afternoon,Weekday
5871,Sandwich,3/2/2017 14:19,Afternoon,Weekday
5871,Sandwich,3/2/2017 14:19,Afternoon,Weekday
5872,Coffee,3/2/2017 14:30,Afternoon,Weekday
5872,Sandwich,3/2/2017 14:30,Afternoon,Weekday
5873,Coffee,3/2/2017 14:31,Afternoon,Weekday
5873,Bread,3/2/2017 14:31,Afternoon,Weekday
5874,Tea,3/2/2017 14:49,Afternoon,Weekday
5874,Coffee,3/2/2017 14:49,Afternoon,Weekday
5874,Bread,3/2/2017 14:49,Afternoon,Weekday
5875,Afternoon with the baker,3/2/2017 14:55,Afternoon,Weekday
5876,Tea,3/2/2017 15:11,Afternoon,Weekday
5876,Cookies,3/2/2017 15:11,Afternoon,Weekday
5877,Coffee,3/2/2017 15:14,Afternoon,Weekday
5877,Soup,3/2/2017 15:14,Afternoon,Weekday
5878,Soup,3/2/2017 15:14,Afternoon,Weekday
5878,Coffee,3/2/2017 15:14,Afternoon,Weekday
5879,Farm House,3/2/2017 15:47,Afternoon,Weekday
5880,Coffee,3/2/2017 15:57,Afternoon,Weekday
5880,Cake,3/2/2017 15:57,Afternoon,Weekday
5881,Coffee,3/2/2017 15:58,Afternoon,Weekday
5882,Coffee,3/2/2017 15:58,Afternoon,Weekday
5883,Coffee,3/2/2017 16:06,Afternoon,Weekday
5883,Tea,3/2/2017 16:06,Afternoon,Weekday
5884,Bread,3/2/2017 16:27,Afternoon,Weekday
5884,Bread,3/2/2017 16:27,Afternoon,Weekday
5884,Eggs,3/2/2017 16:27,Afternoon,Weekday
5885,Baguette,3/2/2017 16:38,Afternoon,Weekday
5885,Scandinavian,3/2/2017 16:38,Afternoon,Weekday
5886,Coffee,3/2/2017 16:43,Afternoon,Weekday
5886,Bread,3/2/2017 16:43,Afternoon,Weekday
5887,Coffee,3/2/2017 16:44,Afternoon,Weekday
5887,Scone,3/2/2017 16:44,Afternoon,Weekday
5888,Eggs,3/2/2017 16:53,Afternoon,Weekday
5888,Hot chocolate,3/2/2017 16:53,Afternoon,Weekday
5888,Coffee,3/2/2017 16:53,Afternoon,Weekday
5888,Alfajores,3/2/2017 16:53,Afternoon,Weekday
5889,Bread,3/2/2017 17:19,Evening,Weekday
5889,Tea,3/2/2017 17:19,Evening,Weekday
5890,Coffee,4/2/2017 7:56,Morning,Weekend
5891,Coffee,4/2/2017 8:30,Morning,Weekend
5892,Cake,4/2/2017 9:06,Morning,Weekend
5893,Pastry,4/2/2017 9:08,Morning,Weekend
5893,Baguette,4/2/2017 9:08,Morning,Weekend
5894,Coffee,4/2/2017 9:17,Morning,Weekend
5894,Coffee,4/2/2017 9:17,Morning,Weekend
5894,Toast,4/2/2017 9:17,Morning,Weekend
5895,Extra Salami or Feta,4/2/2017 9:31,Morning,Weekend
5895,Coffee,4/2/2017 9:31,Morning,Weekend
5896,Bread,4/2/2017 9:35,Morning,Weekend
5896,Pastry,4/2/2017 9:35,Morning,Weekend
5897,Scandinavian,4/2/2017 9:45,Morning,Weekend
5898,Pastry,4/2/2017 9:48,Morning,Weekend
5898,Coffee,4/2/2017 9:48,Morning,Weekend
5899,Coffee,4/2/2017 9:53,Morning,Weekend
5899,Coffee,4/2/2017 9:53,Morning,Weekend
5899,Cookies,4/2/2017 9:53,Morning,Weekend
5900,Coffee,4/2/2017 9:55,Morning,Weekend
5901,Farm House,4/2/2017 9:57,Morning,Weekend
5902,Farm House,4/2/2017 10:00,Morning,Weekend
5902,Cake,4/2/2017 10:00,Morning,Weekend
5903,Coffee,4/2/2017 10:03,Morning,Weekend
5903,Coffee,4/2/2017 10:03,Morning,Weekend
5904,Coffee,4/2/2017 10:08,Morning,Weekend
5905,Coffee,4/2/2017 10:21,Morning,Weekend
5905,Bread,4/2/2017 10:21,Morning,Weekend
5905,Bread,4/2/2017 10:21,Morning,Weekend
5905,Pastry,4/2/2017 10:21,Morning,Weekend
5906,Bread,4/2/2017 10:22,Morning,Weekend
5907,Toast,4/2/2017 10:23,Morning,Weekend
5907,Truffles,4/2/2017 10:23,Morning,Weekend
5907,Bread,4/2/2017 10:23,Morning,Weekend
5908,Bread,4/2/2017 10:30,Morning,Weekend
5909,Jam,4/2/2017 10:32,Morning,Weekend
5910,Coffee,4/2/2017 10:37,Morning,Weekend
5910,Coffee,4/2/2017 10:37,Morning,Weekend
5911,Coffee,4/2/2017 10:38,Morning,Weekend
5912,Bread,4/2/2017 10:39,Morning,Weekend
5913,Coffee,4/2/2017 10:48,Morning,Weekend
5914,Tea,4/2/2017 10:49,Morning,Weekend
5914,Coffee,4/2/2017 10:49,Morning,Weekend
5914,Cake,4/2/2017 10:49,Morning,Weekend
5915,Coffee,4/2/2017 10:58,Morning,Weekend
5915,Coffee,4/2/2017 10:58,Morning,Weekend
5915,Brownie,4/2/2017 10:58,Morning,Weekend
5916,Farm House,4/2/2017 11:03,Morning,Weekend
5917,Coffee,4/2/2017 11:05,Morning,Weekend
5918,Sandwich,4/2/2017 11:07,Morning,Weekend
5918,Coffee,4/2/2017 11:07,Morning,Weekend
5919,Farm House,4/2/2017 11:09,Morning,Weekend
5919,Pastry,4/2/2017 11:09,Morning,Weekend
5920,Tea,4/2/2017 11:21,Morning,Weekend
5920,Truffles,4/2/2017 11:21,Morning,Weekend
5921,Bread,4/2/2017 11:24,Morning,Weekend
5922,Bread,4/2/2017 11:38,Morning,Weekend
5923,Hot chocolate,4/2/2017 11:42,Morning,Weekend
5924,Bread,4/2/2017 11:45,Morning,Weekend
5924,Baguette,4/2/2017 11:45,Morning,Weekend
5925,Bread,4/2/2017 11:45,Morning,Weekend
5926,Bread,4/2/2017 11:48,Morning,Weekend
5927,Scandinavian,4/2/2017 11:49,Morning,Weekend
5927,Farm House,4/2/2017 11:49,Morning,Weekend
5928,Pastry,4/2/2017 11:51,Morning,Weekend
5928,Bread,4/2/2017 11:51,Morning,Weekend
5929,Sandwich,4/2/2017 11:51,Morning,Weekend
5930,Bread,4/2/2017 11:56,Morning,Weekend
5930,Baguette,4/2/2017 11:56,Morning,Weekend
5931,Coffee,4/2/2017 11:57,Morning,Weekend
5931,Coffee,4/2/2017 11:57,Morning,Weekend
5931,Hot chocolate,4/2/2017 11:57,Morning,Weekend
5931,Cake,4/2/2017 11:57,Morning,Weekend
5932,Coffee,4/2/2017 11:58,Morning,Weekend
5932,Pastry,4/2/2017 11:58,Morning,Weekend
5933,Coffee,4/2/2017 12:00,Afternoon,Weekend
5933,Coffee,4/2/2017 12:00,Afternoon,Weekend
5934,Coffee,4/2/2017 12:05,Afternoon,Weekend
5934,Coffee,4/2/2017 12:05,Afternoon,Weekend
5934,Cake,4/2/2017 12:05,Afternoon,Weekend
5934,Brownie,4/2/2017 12:05,Afternoon,Weekend
5935,The Nomad,4/2/2017 12:07,Afternoon,Weekend
5935,Granola,4/2/2017 12:07,Afternoon,Weekend
5935,Coffee,4/2/2017 12:07,Afternoon,Weekend
5935,Coffee,4/2/2017 12:07,Afternoon,Weekend
5935,Cookies,4/2/2017 12:07,Afternoon,Weekend
5935,Pastry,4/2/2017 12:07,Afternoon,Weekend
5935,Scone,4/2/2017 12:07,Afternoon,Weekend
5935,Tea,4/2/2017 12:07,Afternoon,Weekend
5936,Coffee,4/2/2017 12:08,Afternoon,Weekend
5937,Bread,4/2/2017 12:10,Afternoon,Weekend
5937,Fudge,4/2/2017 12:10,Afternoon,Weekend
5937,Cookies,4/2/2017 12:10,Afternoon,Weekend
5938,Scandinavian,4/2/2017 12:11,Afternoon,Weekend
5938,Alfajores,4/2/2017 12:11,Afternoon,Weekend
5939,Scone,4/2/2017 12:15,Afternoon,Weekend
5939,Coffee,4/2/2017 12:15,Afternoon,Weekend
5940,Bread,4/2/2017 12:19,Afternoon,Weekend
5940,Pastry,4/2/2017 12:19,Afternoon,Weekend
5940,Coffee,4/2/2017 12:19,Afternoon,Weekend
5941,Tea,4/2/2017 12:24,Afternoon,Weekend
5941,Alfajores,4/2/2017 12:24,Afternoon,Weekend
5941,Pastry,4/2/2017 12:24,Afternoon,Weekend
5942,Pastry,4/2/2017 12:26,Afternoon,Weekend
5942,Coffee,4/2/2017 12:26,Afternoon,Weekend
5942,Coffee,4/2/2017 12:26,Afternoon,Weekend
5943,Sandwich,4/2/2017 12:33,Afternoon,Weekend
5943,Sandwich,4/2/2017 12:33,Afternoon,Weekend
5944,Cake,4/2/2017 12:38,Afternoon,Weekend
5945,Medialuna,4/2/2017 12:42,Afternoon,Weekend
